account_number,company,transaction_amount,transaction_date
56124453,Smith-Daniels,22.0,2024-03-28
35495640,"Hamilton, Brown and Vincent",48.95,2024-03-15
35495640,"Evans, Young and Dean",91.23,2024-03-14
56124453,Jones and Sons,76.63,2024-04-14
35927483,"Greene, Martin and Benson",60.83,2024-03-23
35495640,Davis-Kennedy,5.46,2024-06-16
35927483,Brown-Shaffer,95.23,2024-01-08
35927483,Davis-Mcgee,86.7,2024-05-05
35927483,"Suarez, Russell and Coleman",37.57,2024-06-06
56124453,Brown-Shaffer,60.83,2024-06-15
35495640,Davis-Ramos,39.63,2024-03-04
35927483,"Smith, Smith and Sanford",2.87,2024-04-05
35495640,"Hamilton, Brown and Vincent",84.65,2024-03-31
56124453,Monroe-Howard,30.82,2024-03-25
56124453,Carpenter PLC,8.72,2024-06-17
35495640,Davis-Mcgee,99.65,2024-03-25
56124453,Davis-Ramos,81.25,2024-07-03
56124453,"Suarez, Russell and Coleman",85.08,2024-01-06
35927483,Allen Ltd,60.16,2024-04-29
35495640,Brown-Shaffer,98.71,2024-01-27
35495640,"Rhodes, Miller and Jackson",25.59,2024-04-04
35495640,"Trujillo, Ewing and Young",87.17,2024-02-20
35927483,Brown-Shaffer,93.37,2024-01-02
35927483,"Nguyen, Walker and Church",47.75,2024-02-11
35495640,"Figueroa, Stark and Ferguson",31.16,2024-07-25
35927483,"Hamilton, Brown and Vincent",45.61,2024-02-04
35495640,"Smith, Smith and Sanford",37.84,2024-02-26
35927483,Reyes PLC,35.61,2024-01-12
35927483,Hughes Inc,51.59,2024-02-10
35927483,Reyes PLC,72.33,2024-07-14
56124453,"Martin, Fuentes and Owens",69.43,2024-07-07
56124453,"Nguyen, Walker and Church",34.14,2024-05-09
35495640,"Rhodes, Miller and Jackson",44.82,2024-01-17
35495640,Gomez-Hunt,95.34,2024-06-13
35495640,Reyes PLC,41.65,2024-01-14
35927483,Hester-Thomas,36.2,2024-07-08
56124453,"Evans, Young and Dean",76.56,2024-04-26
56124453,Brown-Shaffer,49.48,2024-05-07
35495640,Davis-Mcgee,81.18,2024-03-20
56124453,"Greene, Martin and Benson",19.71,2024-05-24
35495640,"Hamilton, Brown and Vincent",93.23,2024-02-06
56124453,"Suarez, Russell and Coleman",22.15,2024-03-31
35495640,Hughes Inc,95.35,2024-03-23
56124453,Davis-Mcgee,6.19,2024-01-29
56124453,"Barnes, Young and Sanchez",49.76,2024-01-15
35927483,Brown-Shaffer,66.71,2024-02-29
56124453,Reyes PLC,37.75,2024-02-24
56124453,"Barnes, Young and Sanchez",91.44,2024-05-06
35495640,"Evans, Young and Dean",39.09,2024-06-22
35495640,Jones and Sons,3.39,2024-02-08
56124453,Carpenter PLC,32.39,2024-04-29
35495640,Gomez-Hunt,72.18,2024-05-05
35495640,Jones and Sons,36.62,2024-01-22
56124453,Weber-Lynch,45.37,2024-06-20
56124453,"Suarez, Russell and Coleman",15.43,2024-05-13
56124453,"Rhodes, Miller and Jackson",33.53,2024-03-11
35927483,"Barnes, Young and Sanchez",74.18,2024-05-31
35495640,Sanchez-Meyers,85.31,2024-06-09
35495640,Brown-Shaffer,11.44,2024-01-30
35927483,"Trujillo, Ewing and Young",96.96,2024-04-01
35495640,Monroe-Howard,38.64,2024-06-07
35927483,"Martin, Fuentes and Owens",3.12,2024-02-23
56124453,"Greene, Martin and Benson",49.93,2024-03-25
35495640,"Rhodes, Miller and Jackson",30.55,2024-06-11
35927483,Gomez-Hunt,92.68,2024-07-23
56124453,Monroe-Howard,69.86,2024-05-30
35495640,Davis-Ramos,90.89,2024-05-12
56124453,Allen Ltd,74.86,2024-01-12
35495640,Jones and Sons,71.53,2024-01-06
56124453,Davis-Kennedy,38.47,2024-04-19
35927483,"Hamilton, Brown and Vincent",32.67,2024-05-23
35495640,"Rhodes, Miller and Jackson",64.28,2024-02-17
35927483,"Greene, Martin and Benson",62.41,2024-04-13
56124453,"Castillo, Hill and Lee",53.31,2024-04-07
35927483,Monroe-Howard,34.66,2024-06-12
35927483,Reyes PLC,82.08,2024-01-05
56124453,Davis-Kennedy,93.0,2024-05-29
35495640,"Smith, Smith and Sanford",58.42,2024-01-09
35927483,Weber-Lynch,0.9,2024-02-08
35495640,Hayes-Rios,8.3,2024-02-28
35495640,"Smith, Smith and Sanford",64.37,2024-01-24
35927483,Hester-Thomas,42.59,2024-03-19
56124453,"Thomas, Walker and Craig",56.43,2024-04-07
35927483,"Smith, Smith and Sanford",30.94,2024-05-05
35927483,Gomez-Hunt,38.94,2024-04-10
35927483,Monroe-Howard,27.8,2024-01-15
35927483,"Castillo, Hill and Lee",54.13,2024-03-12
35495640,Hester-Thomas,5.89,2024-05-14
35495640,"Thomas, Walker and Craig",36.58,2024-02-24
35495640,Jones and Sons,28.8,2024-01-20
56124453,"Rodriguez, Ray and Romero",48.82,2024-02-23
35927483,"Barnes, Young and Sanchez",60.76,2024-06-12
35495640,Davis-Kennedy,44.09,2024-06-26
56124453,"Trujillo, Ewing and Young",90.39,2024-07-04
35495640,Hester-Thomas,32.29,2024-02-06
35927483,Hester-Thomas,35.32,2024-01-13
35927483,"Rodriguez, Ray and Romero",61.83,2024-06-11
35495640,Davis-Ramos,75.11,2024-01-20
35495640,"Hamilton, Brown and Vincent",7.76,2024-01-27
35495640,"Rodriguez, Ray and Romero",34.29,2024-03-11
35495640,"Smith, Smith and Sanford",67.1,2024-07-16
35495640,Sanchez-Meyers,20.14,2024-01-22
56124453,Weber-Lynch,11.1,2024-02-14
56124453,Hayes-Rios,81.57,2024-06-12
56124453,Hughes Inc,86.32,2024-03-11
56124453,"Rodriguez, Ray and Romero",63.5,2024-01-02
35495640,"Evans, Young and Dean",74.56,2024-06-05
56124453,"Nguyen, Walker and Church",85.76,2024-04-26
35927483,Gomez-Hunt,50.24,2024-01-28
56124453,Davis-Kennedy,2.65,2024-02-04
35495640,"Rodriguez, Ray and Romero",1.67,2024-03-25
35927483,Jones and Sons,14.37,2024-01-30
56124453,Allen Ltd,0.83,2024-06-29
56124453,Reyes PLC,90.69,2024-01-15
35927483,Carpenter PLC,43.99,2024-01-06
35927483,"Greene, Martin and Benson",46.58,2024-03-29
35927483,"Rhodes, Miller and Jackson",57.04,2024-01-07
35495640,Smith-Daniels,41.63,2024-05-19
35927483,"Smith, Smith and Sanford",88.06,2024-06-08
35927483,Reyes PLC,79.42,2024-07-24
35495640,Hester-Thomas,64.15,2024-07-04
35927483,"Barnes, Young and Sanchez",85.53,2024-02-23
35495640,"Hamilton, Brown and Vincent",49.53,2024-01-24
56124453,"Rhodes, Miller and Jackson",34.95,2024-01-09
35495640,"Trujillo, Ewing and Young",49.95,2024-04-14
56124453,Allen Ltd,60.61,2024-07-29
56124453,Hughes Inc,21.58,2024-06-23
35495640,"Martin, Fuentes and Owens",74.37,2024-07-25
35927483,"Greene, Martin and Benson",55.22,2024-05-17
56124453,Hester-Thomas,79.32,2024-05-08
35927483,Reyes PLC,70.27,2024-07-14
35927483,Smith-Daniels,33.58,2024-02-25
35927483,"Barnes, Young and Sanchez",89.68,2024-03-25
35495640,Gomez-Hunt,86.55,2024-03-27
35927483,"Evans, Young and Dean",80.92,2024-03-08
35495640,Davis-Ramos,65.96,2024-04-29
35927483,Davis-Kennedy,55.69,2024-06-30
56124453,Carpenter PLC,23.94,2024-02-26
35927483,Jones and Sons,73.85,2024-04-11
35495640,Carpenter PLC,60.59,2024-03-02
35927483,"Evans, Young and Dean",96.55,2024-06-20
56124453,"Hamilton, Brown and Vincent",76.99,2024-07-13
35495640,Hughes Inc,22.29,2024-03-21
56124453,Davis-Kennedy,52.2,2024-01-16
35927483,Allen Ltd,10.84,2024-05-28
56124453,Weber-Lynch,78.32,2024-02-05
56124453,Jones and Sons,27.97,2024-05-07
35495640,Hester-Thomas,33.47,2024-04-14
35927483,Jones and Sons,92.01,2024-03-03
35927483,"Rodriguez, Ray and Romero",6.57,2024-05-14
56124453,"Suarez, Russell and Coleman",52.78,2024-05-25
35495640,Monroe-Howard,22.26,2024-07-01
35495640,Smith-Daniels,82.06,2024-06-01
35927483,"Thomas, Walker and Craig",20.04,2024-05-27
35927483,Brown-Shaffer,81.88,2024-01-24
56124453,Hayes-Rios,1.13,2024-01-20
56124453,Davis-Mcgee,72.99,2024-05-30
56124453,Brown-Shaffer,79.34,2024-07-29
56124453,"Suarez, Russell and Coleman",55.07,2024-04-01
56124453,Allen Ltd,0.99,2024-07-05
56124453,Hughes Inc,16.86,2024-01-01
35927483,"Barnes, Young and Sanchez",11.42,2024-06-12
35927483,"Suarez, Russell and Coleman",42.24,2024-07-24
35495640,Carpenter PLC,95.3,2024-02-24
56124453,"Figueroa, Stark and Ferguson",8.86,2024-06-15
56124453,"Thomas, Walker and Craig",62.03,2024-01-31
35495640,Brown-Shaffer,84.47,2024-05-12
56124453,Hayes-Rios,30.53,2024-06-12
35495640,"Smith, Smith and Sanford",13.78,2024-07-23
35495640,Monroe-Howard,35.73,2024-03-13
35927483,"Suarez, Russell and Coleman",76.02,2024-04-15
35927483,"Nguyen, Walker and Church",69.24,2024-02-05
35927483,Hayes-Rios,85.18,2024-03-02
35927483,"Greene, Martin and Benson",86.4,2024-06-20
56124453,Jones and Sons,1.53,2024-04-01
56124453,Weber-Lynch,48.91,2024-05-21
35495640,Hester-Thomas,75.39,2024-06-22
35927483,Davis-Mcgee,47.01,2024-07-06
56124453,"Greene, Martin and Benson",68.39,2024-04-05
35927483,"Hamilton, Brown and Vincent",61.74,2024-01-10
35495640,Reyes PLC,35.58,2024-06-11
35495640,Brown-Shaffer,76.31,2024-02-17
35927483,"Rodriguez, Ray and Romero",87.22,2024-04-23
35927483,Monroe-Howard,13.88,2024-01-19
56124453,Davis-Kennedy,76.13,2024-07-17
35495640,Smith-Daniels,52.44,2024-06-22
35927483,Reyes PLC,29.15,2024-02-10
35495640,Hayes-Rios,41.07,2024-07-22
35927483,Reyes PLC,45.46,2024-05-16
56124453,Carpenter PLC,8.09,2024-05-28
56124453,"Rodriguez, Ray and Romero",44.93,2024-04-19
35495640,"Trujillo, Ewing and Young",77.34,2024-03-18
56124453,Hester-Thomas,8.59,2024-05-17
56124453,Brown-Shaffer,14.11,2024-06-17
56124453,"Suarez, Russell and Coleman",64.25,2024-05-23
56124453,Hayes-Rios,46.81,2024-02-14
56124453,Gomez-Hunt,29.75,2024-02-13
35495640,"Thomas, Walker and Craig",11.46,2024-02-05
56124453,Smith-Daniels,94.37,2024-03-03
35495640,Davis-Kennedy,98.8,2024-05-02
35927483,Monroe-Howard,50.22,2024-04-27
35927483,Davis-Ramos,67.92,2024-07-10
56124453,Jones and Sons,62.6,2024-01-11
35927483,"Martin, Fuentes and Owens",68.1,2024-05-12
56124453,Davis-Mcgee,48.56,2024-03-14
56124453,Reyes PLC,69.12,2024-06-28
35495640,"Trujillo, Ewing and Young",57.55,2024-04-23
35495640,"Hamilton, Brown and Vincent",33.98,2024-03-12
56124453,Jones and Sons,90.26,2024-02-24
35927483,Hester-Thomas,19.33,2024-05-14
35927483,Jones and Sons,28.57,2024-03-26
35495640,Jones and Sons,24.13,2024-02-19
35927483,"Hamilton, Brown and Vincent",78.93,2024-01-24
35495640,"Rodriguez, Ray and Romero",82.55,2024-05-16
56124453,Carpenter PLC,48.63,2024-05-18
35495640,"Greene, Martin and Benson",98.03,2024-07-22
56124453,Gomez-Hunt,97.24,2024-01-20
35495640,"Figueroa, Stark and Ferguson",68.3,2024-02-21
35495640,Davis-Ramos,54.7,2024-04-14
35495640,Hayes-Rios,41.68,2024-05-12
35927483,Weber-Lynch,57.04,2024-03-11
35927483,"Figueroa, Stark and Ferguson",33.7,2024-01-26
35495640,Brown-Shaffer,67.93,2024-02-28
35495640,"Barnes, Young and Sanchez",75.44,2024-06-16
56124453,"Smith, Smith and Sanford",49.21,2024-06-21
35927483,Brown-Shaffer,55.31,2024-07-14
35495640,"Suarez, Russell and Coleman",0.34,2024-07-22
56124453,"Rhodes, Miller and Jackson",91.7,2024-03-21
35927483,Monroe-Howard,34.54,2024-04-19
35495640,"Barnes, Young and Sanchez",96.22,2024-04-01
56124453,Davis-Kennedy,30.85,2024-02-02
35927483,"Suarez, Russell and Coleman",40.53,2024-02-08
35495640,Carpenter PLC,76.67,2024-04-15
56124453,Hester-Thomas,94.18,2024-05-13
35927483,Weber-Lynch,16.25,2024-07-08
35495640,Allen Ltd,26.23,2024-01-01
35927483,Davis-Kennedy,64.97,2024-04-30
35495640,Jones and Sons,1.56,2024-03-10
35927483,"Barnes, Young and Sanchez",90.34,2024-04-03
56124453,"Figueroa, Stark and Ferguson",75.69,2024-03-23
35495640,"Hamilton, Brown and Vincent",90.13,2024-04-14
35495640,Hayes-Rios,56.48,2024-01-27
35927483,"Hamilton, Brown and Vincent",67.53,2024-01-28
35927483,"Greene, Martin and Benson",65.61,2024-01-09
56124453,Davis-Mcgee,54.75,2024-03-19
35927483,Gomez-Hunt,56.72,2024-04-16
35495640,Davis-Ramos,29.21,2024-01-20
35927483,"Evans, Young and Dean",34.18,2024-03-08
56124453,"Rhodes, Miller and Jackson",19.29,2024-01-16
35927483,Brown-Shaffer,56.45,2024-07-10
35927483,Weber-Lynch,12.4,2024-03-05
35495640,Smith-Daniels,75.84,2024-07-02
35927483,Gomez-Hunt,34.7,2024-02-04
56124453,Davis-Ramos,61.58,2024-03-13
56124453,"Castillo, Hill and Lee",34.07,2024-07-10
35495640,"Smith, Smith and Sanford",7.87,2024-06-12
56124453,Jones and Sons,32.31,2024-02-07
35927483,Hughes Inc,71.34,2024-06-29
56124453,"Barnes, Young and Sanchez",93.92,2024-04-29
35495640,"Castillo, Hill and Lee",82.78,2024-04-21
35927483,Davis-Ramos,76.06,2024-01-04
35495640,Hayes-Rios,56.09,2024-05-04
35495640,Jones and Sons,75.84,2024-04-13
56124453,Hester-Thomas,47.16,2024-01-21
56124453,Jones and Sons,51.94,2024-06-25
56124453,Brown-Shaffer,40.77,2024-03-11
35927483,"Greene, Martin and Benson",36.63,2024-05-30
35927483,Davis-Mcgee,76.37,2024-04-28
56124453,"Thomas, Walker and Craig",78.8,2024-02-05
35495640,"Suarez, Russell and Coleman",79.42,2024-01-11
56124453,"Greene, Martin and Benson",17.18,2024-05-26
35927483,"Rhodes, Miller and Jackson",55.94,2024-02-29
35495640,"Greene, Martin and Benson",61.16,2024-01-25
35495640,Brown-Shaffer,3.51,2024-01-22
56124453,Smith-Daniels,35.18,2024-02-09
35495640,"Suarez, Russell and Coleman",85.03,2024-06-21
35495640,Hester-Thomas,35.35,2024-02-02
35927483,"Trujillo, Ewing and Young",10.68,2024-02-16
35495640,"Evans, Young and Dean",4.78,2024-07-04
35495640,"Barnes, Young and Sanchez",95.61,2024-06-28
56124453,Hayes-Rios,2.66,2024-03-06
35927483,Davis-Kennedy,51.69,2024-02-08
35927483,Reyes PLC,97.47,2024-03-02
35927483,Allen Ltd,68.7,2024-06-16
35927483,Carpenter PLC,64.75,2024-04-16
35495640,Reyes PLC,78.12,2024-01-05
35927483,"Castillo, Hill and Lee",76.44,2024-04-26
35927483,"Thomas, Walker and Craig",37.39,2024-06-04
35495640,"Figueroa, Stark and Ferguson",88.95,2024-03-20
35927483,Hester-Thomas,3.3,2024-06-15
35927483,"Castillo, Hill and Lee",89.5,2024-07-25
35927483,Sanchez-Meyers,27.55,2024-06-05
35495640,"Rhodes, Miller and Jackson",27.76,2024-05-27
35495640,"Figueroa, Stark and Ferguson",99.42,2024-01-11
35495640,"Figueroa, Stark and Ferguson",49.82,2024-01-06
35927483,"Smith, Smith and Sanford",85.08,2024-06-07
35927483,"Thomas, Walker and Craig",45.86,2024-02-23
56124453,"Rodriguez, Ray and Romero",46.97,2024-07-09
35495640,"Rhodes, Miller and Jackson",8.17,2024-04-16
35927483,Davis-Mcgee,70.97,2024-07-18
56124453,Smith-Daniels,29.96,2024-06-23
56124453,"Smith, Smith and Sanford",11.83,2024-03-05
35495640,"Trujillo, Ewing and Young",46.84,2024-02-21
35927483,"Rhodes, Miller and Jackson",8.43,2024-04-11
35495640,"Hamilton, Brown and Vincent",13.05,2024-06-28
35495640,"Thomas, Walker and Craig",88.63,2024-07-15
35927483,Weber-Lynch,79.42,2024-06-28
35927483,"Hamilton, Brown and Vincent",50.64,2024-07-07
35927483,"Castillo, Hill and Lee",20.22,2024-02-09
35495640,Davis-Kennedy,95.94,2024-03-03
56124453,Monroe-Howard,45.71,2024-07-03
35495640,Hayes-Rios,55.42,2024-03-21
35495640,"Rodriguez, Ray and Romero",5.6,2024-01-13
56124453,"Castillo, Hill and Lee",31.16,2024-04-08
35927483,"Rhodes, Miller and Jackson",56.85,2024-07-28
35927483,"Trujillo, Ewing and Young",77.77,2024-01-24
56124453,Smith-Daniels,93.74,2024-01-18
56124453,"Nguyen, Walker and Church",94.1,2024-06-05
35495640,"Castillo, Hill and Lee",56.64,2024-06-08
56124453,"Greene, Martin and Benson",95.41,2024-05-27
56124453,Carpenter PLC,31.82,2024-01-03
35495640,Brown-Shaffer,60.53,2024-02-07
56124453,"Suarez, Russell and Coleman",87.35,2024-07-07
35495640,Monroe-Howard,32.07,2024-06-06
56124453,Smith-Daniels,53.05,2024-03-16
35495640,"Hamilton, Brown and Vincent",10.45,2024-04-11
35927483,Monroe-Howard,27.93,2024-01-04
35495640,"Thomas, Walker and Craig",74.33,2024-04-20
56124453,Gomez-Hunt,71.29,2024-02-10
56124453,Smith-Daniels,1.0,2024-06-29
35927483,Carpenter PLC,91.05,2024-05-03
56124453,Hayes-Rios,77.17,2024-04-02
56124453,Carpenter PLC,58.49,2024-03-07
35927483,Gomez-Hunt,2.83,2024-07-10
35927483,Sanchez-Meyers,56.61,2024-03-12
56124453,"Greene, Martin and Benson",74.58,2024-01-08
56124453,Allen Ltd,55.17,2024-01-26
35495640,Monroe-Howard,66.61,2024-01-12
35927483,"Martin, Fuentes and Owens",66.16,2024-05-15
56124453,Weber-Lynch,15.99,2024-02-08
35495640,"Trujillo, Ewing and Young",82.17,2024-03-27
35927483,"Evans, Young and Dean",51.58,2024-04-25
56124453,Monroe-Howard,9.76,2024-02-24
35927483,Sanchez-Meyers,73.69,2024-05-05
35927483,"Evans, Young and Dean",37.94,2024-06-18
56124453,"Hamilton, Brown and Vincent",47.35,2024-06-30
35927483,"Evans, Young and Dean",46.04,2024-04-30
35927483,Jones and Sons,3.26,2024-06-01
35927483,"Figueroa, Stark and Ferguson",66.8,2024-02-14
56124453,Davis-Mcgee,74.56,2024-05-05
35927483,Gomez-Hunt,12.43,2024-02-10
35495640,Davis-Kennedy,75.65,2024-02-02
35495640,"Rodriguez, Ray and Romero",51.12,2024-05-17
56124453,Monroe-Howard,97.26,2024-06-12
56124453,"Trujillo, Ewing and Young",10.52,2024-05-01
56124453,"Evans, Young and Dean",14.33,2024-04-28
35927483,Davis-Kennedy,27.78,2024-02-10
35495640,"Castillo, Hill and Lee",57.28,2024-01-12
35495640,Sanchez-Meyers,31.29,2024-03-29
56124453,Brown-Shaffer,14.5,2024-05-28
35927483,"Nguyen, Walker and Church",1.08,2024-07-08
35495640,"Rhodes, Miller and Jackson",86.92,2024-03-05
35495640,Smith-Daniels,71.92,2024-06-06
56124453,Monroe-Howard,46.24,2024-07-07
35495640,Smith-Daniels,18.88,2024-02-22
35495640,Allen Ltd,73.52,2024-01-11
35927483,Brown-Shaffer,64.68,2024-04-27
56124453,Allen Ltd,81.9,2024-06-14
56124453,Sanchez-Meyers,75.52,2024-02-27
35495640,"Suarez, Russell and Coleman",54.33,2024-05-23
35495640,Gomez-Hunt,67.26,2024-03-12
35927483,Hayes-Rios,11.43,2024-02-21
35495640,"Thomas, Walker and Craig",52.15,2024-06-13
35495640,Carpenter PLC,29.11,2024-03-11
35495640,"Smith, Smith and Sanford",86.97,2024-06-21
35927483,Sanchez-Meyers,2.76,2024-05-06
35495640,Weber-Lynch,43.97,2024-07-10
56124453,"Barnes, Young and Sanchez",22.95,2024-07-27
56124453,Sanchez-Meyers,63.23,2024-04-13
35927483,"Trujillo, Ewing and Young",21.31,2024-06-23
56124453,"Martin, Fuentes and Owens",67.52,2024-03-29
35927483,Davis-Mcgee,18.25,2024-03-20
35927483,Hayes-Rios,84.89,2024-07-03
35927483,"Thomas, Walker and Craig",24.82,2024-05-16
35495640,Brown-Shaffer,58.62,2024-03-19
56124453,Hester-Thomas,9.8,2024-02-22
35495640,Allen Ltd,22.11,2024-07-22
35927483,Allen Ltd,79.35,2024-06-26
56124453,Davis-Ramos,53.7,2024-05-07
35927483,Allen Ltd,87.25,2024-04-05
56124453,"Nguyen, Walker and Church",87.79,2024-05-18
35495640,"Thomas, Walker and Craig",25.76,2024-05-02
35927483,Hester-Thomas,26.78,2024-01-26
35927483,Sanchez-Meyers,20.31,2024-03-03
35927483,Gomez-Hunt,21.15,2024-02-03
56124453,Smith-Daniels,31.92,2024-03-29
35495640,"Martin, Fuentes and Owens",32.47,2024-07-09
56124453,Jones and Sons,81.0,2024-02-21
56124453,Brown-Shaffer,96.04,2024-07-17
35927483,"Trujillo, Ewing and Young",32.36,2024-01-14
35495640,"Suarez, Russell and Coleman",96.7,2024-02-09
56124453,"Nguyen, Walker and Church",76.57,2024-04-03
56124453,Davis-Mcgee,56.85,2024-04-21
35927483,"Castillo, Hill and Lee",12.43,2024-02-25
35495640,Hester-Thomas,19.03,2024-07-21
56124453,Hayes-Rios,33.22,2024-05-05
35495640,Hughes Inc,6.91,2024-04-26
35495640,"Castillo, Hill and Lee",77.93,2024-03-10
56124453,Davis-Ramos,80.02,2024-07-22
56124453,"Barnes, Young and Sanchez",54.24,2024-02-06
56124453,"Castillo, Hill and Lee",7.28,2024-06-14
35927483,Smith-Daniels,97.71,2024-07-03
35495640,Jones and Sons,52.48,2024-03-12
56124453,"Rodriguez, Ray and Romero",32.0,2024-01-15
56124453,"Greene, Martin and Benson",25.79,2024-05-09
35927483,Smith-Daniels,66.98,2024-03-03
35927483,Jones and Sons,66.28,2024-07-05
35495640,Reyes PLC,64.78,2024-01-10
35495640,"Greene, Martin and Benson",95.52,2024-03-05
35927483,Hayes-Rios,50.82,2024-05-25
35927483,Smith-Daniels,55.31,2024-02-03
56124453,Allen Ltd,32.28,2024-07-10
35927483,Hughes Inc,43.29,2024-03-10
35927483,"Thomas, Walker and Craig",56.8,2024-03-25
35495640,"Greene, Martin and Benson",66.76,2024-03-10
35927483,Davis-Mcgee,58.3,2024-07-03
35495640,Hayes-Rios,9.15,2024-07-06
56124453,Reyes PLC,61.37,2024-05-16
35495640,Hayes-Rios,96.64,2024-02-12
35495640,Hayes-Rios,67.66,2024-07-04
35495640,"Suarez, Russell and Coleman",33.04,2024-05-15
35495640,"Trujillo, Ewing and Young",27.23,2024-01-16
56124453,Hayes-Rios,74.32,2024-06-02
35927483,"Greene, Martin and Benson",57.08,2024-06-30
35927483,Hester-Thomas,32.76,2024-02-28
35927483,"Thomas, Walker and Craig",33.57,2024-05-01
35495640,"Barnes, Young and Sanchez",69.21,2024-06-30
35927483,"Hamilton, Brown and Vincent",82.91,2024-03-09
56124453,Monroe-Howard,24.62,2024-04-06
35927483,"Martin, Fuentes and Owens",6.41,2024-03-29
35927483,Smith-Daniels,44.84,2024-01-03
35927483,Hester-Thomas,77.02,2024-04-22
35927483,"Thomas, Walker and Craig",79.23,2024-03-16
35495640,Davis-Ramos,47.1,2024-07-12
35495640,"Evans, Young and Dean",9.34,2024-03-02
56124453,Hayes-Rios,95.39,2024-05-23
56124453,"Hamilton, Brown and Vincent",53.6,2024-06-19
35495640,"Nguyen, Walker and Church",54.22,2024-03-25
56124453,"Thomas, Walker and Craig",10.94,2024-05-22
35495640,"Figueroa, Stark and Ferguson",7.5,2024-02-29
35495640,Sanchez-Meyers,0.23,2024-01-15
35927483,"Trujillo, Ewing and Young",19.33,2024-03-23
35927483,Allen Ltd,26.14,2024-04-12
35495640,"Figueroa, Stark and Ferguson",39.56,2024-04-10
35495640,"Martin, Fuentes and Owens",77.65,2024-02-24
35495640,Hester-Thomas,64.91,2024-02-27
35927483,"Trujillo, Ewing and Young",17.87,2024-06-28
35495640,"Suarez, Russell and Coleman",14.68,2024-07-15
35495640,"Nguyen, Walker and Church",78.97,2024-06-19
56124453,"Evans, Young and Dean",56.21,2024-06-14
56124453,"Thomas, Walker and Craig",76.02,2024-03-29
56124453,Davis-Ramos,19.28,2024-07-28
56124453,Jones and Sons,34.88,2024-01-02
35927483,"Hamilton, Brown and Vincent",34.49,2024-05-10
35927483,Monroe-Howard,97.11,2024-01-07
